0.0,-0.559445167458,-0.561767432674,-0.349724197919,-0.534786252023,-0.409475105824,-0.466045062899,-0.400553581561,-0.593636112217,-0.527463103035,-0.637523328905,-0.466969586255,-0.461897522109,-0.56938344585,-0.511693225595,-0.38373418956,-0.585561757546,-0.615375903333,-0.65723422778,-0.617633821664
-0.559445167458,0.0,-0.541448898188,-0.266310865977,-0.470259544772,-0.315195871321,-0.473597639639,-0.345255248574,-0.576533621448,-0.486477421593,-0.624472303763,-0.416745044473,-0.386717057898,-0.552410975797,-0.49276757423,-0.324044550329,-0.558393172008,-0.589973119367,-0.608837808436,-0.537854203062
-0.561767432674,-0.541448898188,0.0,-0.329886410558,-0.475179128902,-0.388264455861,-0.462818251903,-0.381868223795,-0.499363244145,-0.455780711565,-0.639376371344,-0.418061394154,-0.407120676109,-0.489360563067,-0.442781178776,-0.362012275125,-0.517944487089,-0.547423661775,-0.614835931563,-0.584126895254
-0.349724197919,-0.266310865977,-0.329886410558,0.0,-0.43182861528,-0.136703721383,-0.475595280728,-0.232006534247,-0.30004735753,-0.221494552599,-0.441726105837,-0.132972786177,-0.117046952889,-0.2585917559,-0.322408178379,-0.169134980944,-0.283579158359,-0.236547171964,-0.401613856088,-0.384981221415
-0.534786252023,-0.470259544772,-0.475179128902,-0.43182861528,0.0,-0.486168208791,-0.515155995029,-0.505446992645,-0.480795358182,-0.518770034808,-0.530496519143,-0.474472604664,-0.485501105647,-0.497853162079,-0.496645872954,-0.479214126278,-0.477206048101,-0.522103939357,-0.499321383456,-0.551178536377
-0.409475105824,-0.315195871321,-0.388264455861,-0.136703721383,-0.486168208791,0.0,-0.465439313007,-0.191045981114,-0.377157939659,-0.29251198211,-0.520120041385,-0.210973584855,-0.139728224683,-0.306297958563,-0.34314312405,-0.120429373466,-0.339321834488,-0.301219444706,-0.484854473408,-0.494098105986
-0.466045062899,-0.473597639639,-0.462818251903,-0.475595280728,-0.515155995029,-0.465439313007,0.0,-0.56590286067,-0.43603444984,-0.466581037382,-0.449389689514,-0.475257052729,-0.495461658304,-0.461119797921,-0.473601817847,-0.536619573157,-0.427502121388,-0.408523806278,-0.43234565315,-0.469000978166
-0.400553581561,-0.345255248574,-0.381868223795,-0.232006534247,-0.505446992645,-0.191045981114,-0.56590286067,0.0,-0.366397596745,-0.284972296835,-0.517204761706,-0.170074430096,-0.168457727975,-0.320452373686,-0.342341144957,-0.322209778264,-0.338021145611,-0.299754201582,-0.475238779606,-0.483315293223
-0.593636112217,-0.576533621448,-0.499363244145,-0.30004735753,-0.480795358182,-0.377157939659,-0.43603444984,-0.366397596745,0.0,-0.51357106178,-0.658628128388,-0.428212718536,-0.415351961836,-0.55086392761,-0.504924789849,-0.346597617906,-0.553857557981,-0.472577729553,-0.647859634035,-0.588944528133
-0.527463103035,-0.486477421593,-0.455780711565,-0.221494552599,-0.518770034808,-0.29251198211,-0.466581037382,-0.284972296835,-0.51357106178,0.0,-0.612118150548,-0.318962929522,-0.321275172891,-0.460051513758,-0.401352695214,-0.249121638293,-0.483058046564,-0.521437408827,-0.595050323633,-0.59065591286
-0.637523328905,-0.624472303763,-0.639376371344,-0.441726105837,-0.530496519143,-0.520120041385,-0.449389689514,-0.517204761706,-0.658628128388,-0.612118150548,0.0,-0.591396426448,-0.584509685687,-0.632599624021,-0.625271435632,-0.502320061906,-0.663095742884,-0.667088437575,-0.661196038946,-0.609466496602
